,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
2348,My Dog Skip,Warner Bros.,Drama,PG,0,"$7,000,000","$35,795,319",2000,0,5
2349,Where the Heart Is,20th Century Fox,Drama,PG-13,0,"$15,000,000","$40,862,054",2000,1,5
2350,Return to Me,MGM,Romantic Comedy,PG,0,"$24,000,000","$32,662,299",2000,0,8
2351,The Legend of Bagger Vance,Dreamworks SKG,Drama,PG-13,0,"$60,000,000","$39,235,486",2000,1,5
2352,The Art of War,Warner Bros.,Thriller/Suspense,R,0,"$40,000,000","$30,199,105",2000,0,6
2353,Any Given Sunday,Warner Bros.,Drama,R,0,"$60,000,000","$100,230,832",1999,1,5
2354,Bless the Child,Paramount Pictures,Thriller/Suspense,R,1,"$40,000,000","$40,435,694",2000,1,6
2355,The Watcher,Universal,Thriller/Suspense,R,0,"$33,000,000","$47,267,829",2000,1,6
2356,"Girl, Interrupted",Sony Pictures,Drama,R,0,"$24,000,000","$28,871,190",1999,1,5
2357,High Fidelity,Walt Disney,Comedy,R,1,"$20,000,000","$47,881,663",2000,0,0
2358,Book of Shadows: Blair Witch 2,Artisan,Horror,R,0,"$15,000,000","$47,721,314",2000,0,2
2359,The Adventures of Rocky & Bullwinkle,Universal,Adventure,PG,0,"$76,000,000","$35,129,610",2000,1,4
2360,Nurse Betty,USA Films,Black Comedy,R,0,"$24,000,000","$27,732,366",2000,0,9
2361,Reindeer Games,Miramax,Action,R,0,"$36,000,000","$23,360,779",2000,0,1
2362,Titan A.E.,20th Century Fox,Adventure,PG,0,"$75,000,000","$36,751,979",2000,0,4
2363,Boys and Girls,Miramax,Romantic Comedy,PG-13,0,"$16,000,000","$21,799,652",2000,0,8
2364,Magnolia,New Line,Drama,R,0,"$37,000,000","$48,446,802",1999,1,5
2365,Urban Legends: Final Cut,Sony Pictures,Horror,R,0,"$15,000,000","$38,574,362",2000,0,2
2366,Down to You,Miramax,Romantic Comedy,PG-13,0,"$9,000,000","$20,035,310",2000,0,8
2367,Deuce Bigalow: Male Gigolo,Walt Disney,Comedy,R,0,"$18,000,000","$92,935,067",1999,0,0
2368,Bicentennial Man,Walt Disney,Drama,PG,1,"$90,000,000","$87,420,776",1999,1,5
2369,The Contender,Dreamworks SKG,Drama,R,0,"$9,000,000","$17,804,273",2000,0,5
2370,Small Time Crooks,Dreamworks SKG,Comedy,PG,0,"$18,000,000","$29,934,477",2000,0,0
2371,Center Stage,Sony Pictures,Drama,PG-13,0,"$18,000,000","$21,361,109",2000,0,5
2372,The Sixth Sense,Walt Disney,Thriller/Suspense,PG-13,0,"$40,000,000","$672,806,292",1999,0,6
2373,Boiler Room,New Line,Drama,R,0,"$9,000,000","$28,773,637",2000,0,5
2374,Lost Souls,New Line,Thriller/Suspense,R,0,"$28,000,000","$31,320,293",2000,0,6
2375,Thomas and the Magic Railroad,Destination Films,Adventure,G,0,"$19,000,000","$15,911,332",2000,0,4
2376,Loser,Sony Pictures,Romantic Comedy,R,0,"$20,000,000","$18,250,106",2000,0,8
2377,Drowning Mona,Destination Films,Comedy,PG-13,0,"$16,000,000","$15,980,376",2000,0,0
2378,Bait,Warner Bros.,Action,R,0,"$35,000,000","$15,471,969",2000,0,1
2379,American Psycho,Lionsgate,Black Comedy,R,1,"$8,000,000","$34,270,285",2000,0,9
2380,The Next Best Thing,Paramount Pictures,Drama,PG-13,0,"$25,000,000","$24,355,762",2000,0,5
2381,Get Carter,Warner Bros.,Drama,R,1,"$40,000,000","$19,417,182",2000,1,5
2382,Anna and the King,20th Century Fox,Drama,PG-13,1,"$75,000,000","$39,251,128",1999,1,5
2383,Snow Falling on Cedars,Universal,Drama,PG-13,0,"$36,000,000","$14,378,353",1999,0,5
2384,Supernova,MGM,Action,PG-13,0,"$60,000,000","$14,816,494",2000,0,1
2385,The Ladies Man,Paramount Pictures,Comedy,R,0,"$11,000,000","$13,719,474",2000,0,0
2386,The Little Vampire,New Line,Adventure,PG,0,"$22,000,000","$13,555,988",2000,0,4
2387,The Crew,Walt Disney,Comedy,PG-13,0,"$23,000,000","$13,019,253",2000,1,0
2388,Angela's Ashes,Paramount Pictures,Drama,R,0,"$25,000,000","$13,038,660",1999,1,5
2389,Highlander: Endgame,Miramax/Dimension,Action,R,0,"$15,000,000","$12,801,190",2000,0,1
2390,Ready to Rumble,Warner Bros.,Comedy,PG-13,0,"$24,000,000","$12,372,410",2000,1,0
2391,Saving Grace,Fine Line,Comedy,R,0,"$4,000,000","$27,786,849",2000,0,0
2392,Lucky Numbers,Paramount Pictures,Comedy,R,0,"$65,000,000","$10,014,234",2000,0,0
2393,3 Strikes,MGM,Comedy,R,0,"$4,000,000","$9,821,335",2000,1,0
2394,Digimon: The Movie,20th Century Fox,Adventure,PG,0,"$5,000,000","$16,628,751",2000,0,4
2395,Man on the Moon,Universal,Drama,R,0,"$52,000,000","$47,407,635",1999,1,5
2396,The End of the Affair,Sony Pictures,Drama,R,1,"$23,000,000","$10,660,147",1999,0,5
2397,Boys Don't Cry,Fox Searchlight,Drama,R,0,"$2,000,000","$20,741,000",1999,0,5
2398,Sleepy Hollow,Paramount Pictures,Horror,R,0,"$70,000,000","$207,068,340",1999,1,2
2399,Screwed,Universal,Comedy,PG-13,0,"$12,000,000","$6,982,680",2000,0,0
2400,I Dreamed of Africa,Sony Pictures,Drama,PG-13,0,"$34,000,000","$14,291,999",2000,1,5
2401,What Planet Are You From?,Sony Pictures,Comedy,R,0,"$50,000,000","$6,291,602",2000,1,0
2402,The Way of the Gun,Artisan,Action,R,0,"$9,000,000","$13,061,935",2000,0,1
2403,The In Crowd,Warner Bros.,Thriller/Suspense,PG-13,0,"$15,000,000","$5,217,498",2000,0,6
2404,Gossip,Warner Bros.,Drama,R,0,"$14,000,000","$12,591,270",2000,0,5
2405,Duets,Walt Disney,Drama,R,0,"$16,000,000","$6,615,452",2000,1,5
2406,Being John Malkovich,USA Films,Black Comedy,R,0,"$13,000,000","$32,382,381",1999,1,9
2407,Dancer in the Dark,Fine Line,Musical,R,0,"$12,500,000","$45,557,491",2000,1,3
2408,Whipped,Destination Films,Comedy,R,0,"$3,000,000","$4,142,507",2000,0,0
2409,End of Days,Universal,Action,R,0,"$100,000,000","$212,026,975",1999,1,1
2410,Beautiful,Destination Films,Drama,PG-13,0,"$9,000,000","$3,134,509",2000,1,5
2411,Isn't She Great,Universal,Comedy,R,0,"$36,000,000","$2,954,405",2000,1,0
2412,The Insider,Walt Disney,Drama,R,0,"$68,000,000","$60,265,197",1999,1,5
2413,Double Jeopardy,Paramount Pictures,Action,R,0,"$40,000,000","$177,835,231",1999,1,1
2414,The Bone Collector,Universal,Thriller/Suspense,R,0,"$48,000,000","$151,463,090",1999,1,6
2415,Bamboozled,New Line,Drama,R,0,"$10,000,000","$2,373,937",2000,1,5
2416,Cradle Will Rock,Walt Disney,Drama,R,0,"$32,000,000","$2,899,970",1999,1,5
2417,The Straight Story,Walt Disney,Drama,G,0,"$10,000,000","$6,197,866",1999,1,5
2418,Dogma,Lionsgate,Comedy,R,0,"$10,000,000","$43,948,865",1999,1,0
2419,Gun Shy,Walt Disney,Comedy,R,0,"$10,000,000","$1,638,202",2000,0,0
2420,Hamlet,Miramax,Drama,R,0,"$2,000,000","$2,419,669",2000,0,5
2421,Three Kings,Warner Bros.,Action,R,0,"$48,000,000","$107,752,036",1999,1,1
2422,Cecil B. Demented,Artisan,Black Comedy,R,0,"$10,000,000","$1,953,882",2000,0,9
2423,The Yards,Miramax,Drama,R,0,"$20,000,000","$2,282,710",2000,1,5
2424,The Best Man,Universal,Romantic Comedy,R,0,"$9,000,000","$34,572,780",1999,0,8
2425,Fight Club,20th Century Fox,Drama,R,1,"$65,000,000","$100,851,705",1999,0,5
2426,Superstar,Paramount Pictures,Comedy,PG-13,0,"$14,000,000","$30,628,981",1999,0,0
2427,The Bachelor,New Line,Romantic Comedy,PG-13,0,"$21,000,000","$36,882,378",1999,1,8
2428,Blue Streak,Sony Pictures,Action,PG-13,0,"$36,000,000","$117,448,157",1999,0,1
2429,Anywhere But Here,20th Century Fox,Drama,PG-13,0,"$23,000,000","$18,653,615",1999,1,5
2430,House on Haunted Hill,Warner Bros.,Horror,R,0,"$19,000,000","$65,090,541",1999,1,2
2431,The Omega Code,Providence Entertainment,Action,PG-13,0,"$7,200,000","$12,678,312",1999,0,1
2432,Tarzan,Walt Disney,Adventure,G,1,"$145,000,000","$448,191,819",1999,0,4
2433,The Limey,Artisan,Drama,R,0,"$10,000,000","$6,030,047",1999,0,5
2434,The Messenger: The Story of Joan of Arc,Sony Pictures,Drama,R,0,"$50,000,000","$14,271,297",1999,1,5
2435,Runaway Bride,Paramount Pictures,Romantic Comedy,PG,0,"$70,000,000","$310,138,178",1999,1,8
2436,Flawless,MGM,Drama,R,0,"$27,000,000","$4,485,485",1999,1,5
2437,Diamonds,Miramax,Comedy,PG-13,0,"$11,900,000","$81,897",1999,0,0
2438,Felicia's Journey,Artisan,Drama,PG-13,0,"$15,000,000","$1,970,268",1999,0,5
2439,Light It Up,20th Century Fox,Drama,R,0,"$13,000,000","$5,871,603",1999,0,5
2440,Drive Me Crazy,20th Century Fox,Comedy,PG-13,0,"$8,000,000","$22,591,451",1999,0,0
2441,Stigmata,MGM,Horror,R,0,"$32,000,000","$89,441,732",1999,0,2
2442,The Thomas Crown Affair,MGM,Drama,R,0,"$48,000,000","$124,304,264",1999,1,5
2443,Austin Powers: The Spy Who Shagged Me,New Line,Comedy,PG-13,0,"$35,000,000","$312,383,487",1999,0,0
2444,The Matrix,Warner Bros.,Action,R,0,"$65,000,000","$463,517,383",1999,0,1
2445,Big Daddy,Sony Pictures,Comedy,PG-13,0,"$30,000,000","$228,641,283",1999,0,0
2446,The Mummy,Universal,Adventure,PG-13,0,"$80,000,000","$416,385,488",1999,0,4
2447,Notting Hill,Universal,Romantic Comedy,PG-13,0,"$42,000,000","$363,728,226",1999,0,8
2448,Wild Wild West,Warner Bros.,Adventure,PG-13,0,"$175,000,000","$221,229,335",1999,1,4
2449,Analyze This,Warner Bros.,Comedy,R,0,"$30,000,000","$176,885,658",1999,1,0
2450,The General's Daughter,Paramount Pictures,Drama,R,0,"$60,000,000","$149,705,852",1999,1,5
2451,American Pie,Universal,Comedy,R,0,"$12,000,000","$234,723,148",1999,0,0
2452,Inspector Gadget,Walt Disney,Adventure,PG,0,"$75,000,000","$97,387,965",1999,1,4
2453,The Haunting,Dreamworks SKG,Horror,PG-13,1,"$80,000,000","$180,188,905",1999,0,2
2454,Shakespeare in Love,Miramax,Romantic Comedy,R,0,"$26,000,000","$279,500,000",1998,1,8
2455,Entrapment,20th Century Fox,Thriller/Suspense,PG-13,0,"$66,000,000","$211,700,000",1999,1,6
2456,Payback,Paramount Pictures,Action,R,1,"$50,000,000","$161,626,121",1999,1,1
2457,Deep Blue Sea,Warner Bros.,Action,R,0,"$60,000,000","$165,048,228",1999,0,1
2458,Patch Adams,Universal,Comedy,PG-13,0,"$50,000,000","$202,173,000",1998,1,0
2459,Bowfinger,Universal,Comedy,PG-13,0,"$55,000,000","$98,699,769",1999,0,0
2460,Life,Universal,Comedy,R,0,"$75,000,000","$73,521,587",1999,0,0
2461,She's All That,Miramax,Romantic Comedy,PG-13,0,"$10,000,000","$63,465,522",1999,1,8
2462,A Civil Action,Walt Disney,Drama,PG-13,0,"$60,000,000","$56,709,981",1998,1,5
2463,Eyes Wide Shut,Warner Bros.,Drama,R,0,"$65,000,000","$104,267,443",1999,0,5
2464,Varsity Blues,Paramount Pictures,Drama,R,0,"$16,000,000","$54,294,169",1999,1,5
2465,Message in a Bottle,Warner Bros.,Drama,PG-13,1,"$30,000,000","$52,880,016",1999,1,5
2466,"South Park: Bigger, Longer & Uncut",Paramount Pictures,Comedy,R,0,"$21,000,000","$52,037,603",1999,0,0
2467,Stepmom,Sony/TriStar,Drama,PG-13,0,"$50,000,000","$159,745,279",1998,1,5
2468,Cruel Intentions,Sony Pictures,Drama,R,1,"$11,000,000","$75,803,716",1999,1,5
2469,10 Things I Hate About You,Walt Disney,Romantic Comedy,PG-13,0,"$13,000,000","$60,414,025",1999,0,8
2470,My Favorite Martian,Walt Disney,Comedy,PG,0,"$60,000,000","$36,850,101",1999,0,0
2471,8MM,Sony Pictures,Thriller/Suspense,R,0,"$40,000,000","$96,398,826",1999,1,6
2472,The Thin Red Line,20th Century Fox,Drama,R,0,"$52,000,000","$97,709,034",1998,0,5
2473,For Love of the Game,Universal,Drama,PG-13,1,"$50,000,000","$46,112,640",1999,0,5
2474,The Prince of Egypt,Dreamworks SKG,Adventure,PG,0,"$60,000,000","$218,613,188",1998,0,4
2475,Instinct,Walt Disney,Drama,R,0,"$55,000,000","$34,105,207",1999,1,5
2476,Mickey Blue Eyes,Warner Bros.,Comedy,PG-13,0,"$40,000,000","$53,864,342",1999,0,0
2477,The 13th Warrior,Walt Disney,Action,R,1,"$125,000,000","$61,698,899",1999,0,1
2478,Lake Placid,20th Century Fox,Thriller/Suspense,R,0,"$27,000,000","$31,770,413",1999,0,6
2479,Random Hearts,Sony Pictures,Drama,R,1,"$64,000,000","$63,200,000",1999,0,5
2480,Mystery Men,Universal,Comedy,PG-13,0,"$68,000,000","$33,462,011",1999,1,0
2481,The Out-of-Towners,Paramount Pictures,Comedy,PG-13,0,"$40,000,000","$28,544,120",1999,1,0
2482,Baby Geniuses,Sony Pictures,Adventure,PG,0,"$13,000,000","$27,151,490",1999,0,4
2483,The Story of Us,Universal,Romantic Comedy,R,0,"$50,000,000","$27,100,030",1999,1,8
2484,Blast from the Past,New Line,Comedy,PG-13,0,"$35,000,000","$26,613,620",1999,1,0
2485,A Bug's Life,Walt Disney,Adventure,G,0,"$45,000,000","$363,095,319",1998,1,4
2486,Saving Private Ryan,Dreamworks SKG,Drama,R,0,"$65,000,000","$485,035,085",1998,1,5
2487,The Wood,Paramount Pictures,Comedy,R,0,"$6,000,000","$25,059,640",1999,0,0
2488,Arlington Road,Sony Pictures,Thriller/Suspense,R,0,"$21,500,000","$24,419,219",1999,0,6
2489,The Iron Giant,Warner Bros.,Adventure,PG,1,"$50,000,000","$31,333,917",1999,1,4
2490,Mighty Joe Young,Walt Disney,Adventure,PG,0,"$80,000,000","$50,632,037",1998,0,4
2491,At First Sight,MGM,Drama,PG-13,0,"$40,000,000","$22,365,133",1999,1,5
2492,Doug's 1st Movie,Walt Disney,Adventure,G,0,"$5,000,000","$19,421,271",1999,0,4
2493,Summer of Sam,Walt Disney,Drama,R,0,"$22,000,000","$19,288,130",1999,1,5
2494,An Ideal Husband,Miramax,Comedy,PG-13,0,"$10,700,000","$31,341,183",1999,0,0
2495,The Rage: Carrie 2,MGM,Horror,R,0,"$21,000,000","$17,760,244",1999,1,2
2496,Rushmore,Walt Disney,Black Comedy,R,0,"$10,000,000","$19,080,435",1998,0,9
2497,The Corruptor,New Line,Action,R,0,"$10,000,000","$15,164,492",1999,0,1
2498,Election,Paramount Pictures,Black Comedy,R,1,"$8,500,000","$17,202,854",1999,0,9
2499,Enemy of the State,Walt Disney,Action,R,0,"$85,000,000","$250,649,836",1998,1,1
2500,Tea with Mussolini,MGM,Drama,PG,0,"$14,000,000","$14,395,874",1999,1,5
2501,The Faculty,Miramax,Horror,R,0,"$15,000,000","$40,283,321",1998,0,2
2502,In Too Deep,Gramercy,Drama,R,0,"$7,000,000","$15,471,229",1999,0,5
2503,Virus,Universal,Action,R,0,"$75,000,000","$30,626,690",1999,1,1
2504,A Simple Plan,Paramount Pictures,Drama,R,1,"$17,000,000","$16,316,273",1998,0,5
2505,The Deep End of the Ocean,Sony Pictures,Drama,PG-13,1,"$40,000,000","$13,508,635",1999,1,5
2506,Elizabeth,Gramercy,Drama,R,0,"$25,000,000","$82,150,642",1998,1,5
2507,In Dreams,Dreamworks SKG,Horror,R,0,"$30,000,000","$12,017,369",1999,0,2
2508,The Thirteenth Floor,Sony Pictures,Thriller/Suspense,R,0,"$16,000,000","$11,810,854",1999,0,6
2509,The Adventures of Elmo in Grouchland,Sony Pictures,Adventure,G,0,"$17,000,000","$11,634,458",1999,0,4
2510,The Muse,October Films,Comedy,PG-13,0,"$15,000,000","$11,614,954",1999,0,0
2511,Wing Commander,20th Century Fox,Action,PG-13,0,"$30,000,000","$11,578,022",1999,0,1
2512,Star Trek: Insurrection,Paramount Pictures,Adventure,PG,0,"$70,000,000","$117,800,000",1998,1,4
2513,The Waterboy,Walt Disney,Comedy,PG-13,0,"$23,000,000","$190,191,646",1998,1,0
2514,The Rugrats Movie,Paramount Pictures,Adventure,G,0,"$28,000,000","$140,894,685",1998,1,4
2515,Chill Factor,Warner Bros.,Action,R,0,"$34,000,000","$11,263,966",1999,0,1
2516,Office Space,Miramax,Black Comedy,R,0,"$10,000,000","$12,179,708",1999,0,9
2517,The Astronaut's Wife,New Line,Thriller/Suspense,R,0,"$34,000,000","$10,672,566",1999,0,6
2518,Drop Dead Gorgeous,New Line,Comedy,PG-13,0,"$10,000,000","$10,571,408",1999,0,0
2519,Three to Tango,Warner Bros.,Romantic Comedy,PG-13,0,"$20,000,000","$10,570,375",1999,0,8
2520,Bats,Sony Pictures,Horror,R,0,"$6,500,000","$10,155,691",1999,0,2
2521,Brokedown Palace,20th Century Fox,Drama,PG-13,0,"$25,000,000","$11,115,766",1999,0,5
2522,Dudley Do-Right,Universal,Adventure,PG,0,"$22,000,000","$9,818,792",1999,0,4
2523,"Mystery, Alaska",Walt Disney,Comedy,R,0,"$28,000,000","$8,891,623",1999,0,0
2524,Pushing Tin,20th Century Fox,Comedy,R,0,"$33,000,000","$8,408,835",1999,0,0
2525,The Love Letter,Dreamworks SKG,Romantic Comedy,PG-13,0,"$15,000,000","$9,010,980",1999,0,8
2526,Outside Providence,Miramax,Comedy,R,0,"$7,000,000","$7,824,358",1999,0,0
2527,200 Cigarettes,Paramount Pictures,Romantic Comedy,R,0,"$6,000,000","$6,852,450",1999,0,8
2528,Dick,Sony Pictures,Comedy,PG-13,0,"$13,000,000","$6,276,869",1999,0,0
2529,Foolish,Artisan,Comedy,R,0,"$1,600,000","$6,026,908",1999,0,0
2530,Jakob the Liar,Sony Pictures,Drama,PG-13,0,"$15,000,000","$4,956,401",1999,1,5
2531,A Walk on the Moon,Miramax,Drama,R,0,"$14,000,000","$4,741,987",1999,1,5
2532,Mumford,Walt Disney,Comedy,R,0,"$28,700,000","$4,559,569",1999,0,0
2533,Gods and Monsters,Lionsgate,Drama,R,1,"$3,500,000","$6,451,628",1998,0,5
2534,Simply Irresistible,20th Century Fox,Romantic Comedy,PG-13,0,"$6,000,000","$4,398,989",1999,0,8
2535,Detroit Rock City,New Line,Comedy,R,0,"$16,000,000","$5,825,314",1999,1,0
2536,Gloria,Sony Pictures,Drama,R,0,"$30,000,000","$4,967,493",1999,1,5
2537,Idle Hands,Sony Pictures,Horror,R,0,"$15,000,000","$4,023,741",1999,0,2
2538,Little Voice,Miramax,Musical,R,0,"$6,000,000","$21,787,233",1998,1,3
2539,Rush Hour,New Line,Action,PG-13,0,"$35,000,000","$245,300,000",1998,0,1
2540,Jack Frost,Warner Bros.,Comedy,PG,0,"$50,000,000","$34,645,374",1998,0,0
2541,Jawbreaker,Sony Pictures,Black Comedy,R,0,"$3,000,000","$3,076,820",1999,0,9
2542,eXistenZ,Miramax,Thriller/Suspense,R,0,"$20,700,000","$2,840,417",1999,0,6
2543,Love Stinks,Independent Artists,Comedy,R,0,"$4,000,000","$2,793,776",1999,0,0
2544,Babe: Pig in the City,Universal,Adventure,G,0,"$80,000,000","$69,131,860",1998,0,4
2545,Limbo,Sony Pictures,Drama,R,0,"$8,300,000","$2,598,224",1999,0,5
2546,Ravenous,20th Century Fox,Horror,R,0,"$12,000,000","$2,062,406",1999,0,2
2547,"Happy, Texas",Miramax,Comedy,PG-13,0,"$1,700,000","$2,891,228",1999,0,0
2548,Crazy in Alabama,Sony Pictures,Drama,PG-13,0,"$15,000,000","$1,954,202",1999,1,5
2549,There's Something About Mary,20th Century Fox,Romantic Comedy,R,0,"$22,000,000","$369,884,651",1998,0,8
2550,Antz,Dreamworks SKG,Adventure,PG,0,"$60,000,000","$152,457,863",1998,1,4
2551,Meet Joe Black,Universal,Drama,PG-13,0,"$85,000,000","$44,650,003",1998,1,5
2552,I Still Know What You Did Last Summer,Sony Pictures,Horror,R,1,"$24,000,000","$40,020,622",1998,0,2
2553,The Siege,20th Century Fox,Action,R,0,"$70,000,000","$116,625,798",1998,1,1
2554,Psycho,Universal,Horror,R,1,"$20,000,000","$37,226,218",1998,0,2
2555,American History X,New Line,Drama,R,0,"$10,000,000","$6,719,864",1998,1,5
2556,Home Fries,Warner Bros.,Black Comedy,PG-13,0,"$15,000,000","$10,513,979",1998,0,9
2557,Vampires,Sony Pictures,Horror,R,1,"$20,000,000","$20,268,825",1998,1,2
2558,Living Out Loud,New Line,Drama,R,0,"$12,000,000","$12,905,901",1998,1,5
2559,Urban Legend,Sony Pictures,Horror,R,0,"$14,000,000","$72,571,864",1998,0,2
2560,Breakfast of Champions,Walt Disney,Comedy,R,1,"$12,000,000","$178,287",1999,0,0
2561,Belly,Artisan,Drama,R,0,"$3,000,000","$9,639,390",1998,0,5
2562,Happiness,Good Machine Releasing,Comedy,Not Rated,0,"$3,000,000","$5,746,453",1998,0,0
2563,Beloved,Walt Disney,Drama,R,1,"$53,000,000","$22,852,487",1998,1,5
2564,Ronin,MGM,Action,R,0,"$55,000,000","$70,692,101",1998,1,1
2565,Ever After: A Cinderella Story,20th Century Fox,Drama,PG,0,"$26,000,000","$65,705,772",1998,1,5
2566,How Stella Got Her Groove Back,20th Century Fox,Drama,R,0,"$20,000,000","$37,672,944",1998,1,5
2567,Doctor Dolittle,20th Century Fox,Adventure,PG-13,0,"$71,500,000","$294,156,605",1998,1,4
2568,Armageddon,Walt Disney,Adventure,PG-13,0,"$140,000,000","$554,600,000",1998,1,4
2569,Deep Impact,Paramount Pictures,Adventure,PG-13,0,"$80,000,000","$349,464,664",1998,1,4
2570,Godzilla,Sony Pictures,Action,PG-13,0,"$125,000,000","$376,000,000",1998,0,1
2571,Good Will Hunting,Miramax,Drama,R,0,"$10,000,000","$225,925,989",1997,0,5
2572,Lethal Weapon 4,Warner Bros.,Action,R,0,"$140,000,000","$285,400,000",1998,1,1
2573,The Truman Show,Paramount Pictures,Drama,PG,0,"$60,000,000","$264,118,201",1998,0,5
2574,Mulan,Walt Disney,Adventure,G,0,"$90,000,000","$303,500,000",1998,0,4
2575,The Mask of Zorro,Sony Pictures,Adventure,PG-13,0,"$65,000,000","$233,700,000",1998,1,4
2576,City of Angels,Warner Bros.,Drama,PG-13,0,"$55,000,000","$198,750,909",1998,1,5
2577,The Horse Whisperer,Walt Disney,Drama,PG-13,0,"$60,000,000","$186,883,563",1998,1,5
2578,Blade,New Line,Action,R,0,"$45,000,000","$131,237,688",1998,0,1
2579,Hope Floats,20th Century Fox,Drama,PG-13,0,"$30,000,000","$81,529,000",1998,0,5
2580,The Man in the Iron Mask,MGM,Adventure,PG-13,1,"$35,000,000","$56,968,169",1998,1,4
2581,Snake Eyes,Paramount Pictures,Thriller/Suspense,R,0,"$73,000,000","$103,891,409",1998,1,6
2582,What Dreams May Come,Polygram,Drama,PG-13,1,"$80,000,000","$71,485,043",1998,1,5
2583,Small Soldiers,Dreamworks SKG,Adventure,PG-13,0,"$40,000,000","$71,743,823",1998,1,4
2584,Practical Magic,Warner Bros.,Comedy,PG-13,0,"$60,000,000","$68,336,997",1998,1,0
2585,The Negotiator,Warner Bros.,Action,R,0,"$50,000,000","$49,105,766",1998,1,1
2586,Wag the Dog,New Line,Drama,R,0,"$15,000,000","$64,252,038",1997,1,5
2587,Primary Colors,Universal,Comedy,R,0,"$65,000,000","$39,017,984",1998,1,0
2588,Out of Sight,Universal,Drama,R,1,"$48,000,000","$77,562,568",1998,0,5
2589,Sphere,Warner Bros.,Horror,PG-13,1,"$73,000,000","$50,168,294",1998,1,2
2590,Mercury Rising,Universal,Thriller/Suspense,R,1,"$60,000,000","$32,983,332",1998,0,6
2591,Tomorrow Never Dies,MGM,Action,PG-13,0,"$110,000,000","$339,504,276",1997,0,1
2592,Bride of Chucky,Universal,Horror,R,0,"$25,000,000","$50,692,188",1998,0,2
2593,A Night at the Roxbury,Paramount Pictures,Comedy,PG-13,0,"$17,000,000","$30,331,165",1998,0,0
2594,Wild Things,Sony Pictures,Thriller/Suspense,R,0,"$20,000,000","$55,576,699",1998,0,6
2595,The Big Hit,Sony Pictures,Action,R,0,"$13,000,000","$27,066,941",1998,0,1
2596,Bulworth,20th Century Fox,Comedy,R,0,"$30,000,000","$29,203,383",1998,0,0
2597,L.A. Confidential,Warner Bros.,Drama,R,0,"$35,000,000","$126,204,977",1997,1,5
2598,Can't Hardly Wait,Sony Pictures,Comedy,PG-13,0,"$10,000,000","$25,358,996",1998,0,0
2599,The Avengers,Warner Bros.,Adventure,PG-13,0,"$60,000,000","$48,585,416",1998,1,4
2600,One True Thing,Universal,Drama,R,0,"$30,000,000","$26,708,196",1998,1,5
2601,The Players Club,New Line,Drama,R,0,"$5,000,000","$23,047,939",1998,1,5
