,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
277,The Longest Ride,20th Century Fox,Drama,PG-13,0,"$34,000,000","$63,802,928",2015,0,5
278,Into the Woods,Walt Disney,Musical,PG,0,"$56,200,000","$213,116,401",2014,1,3
279,The Boy Next Door,Universal,Thriller/Suspense,R,0,"$4,000,000","$53,401,938",2015,0,6
280,Hot Pursuit,Warner Bros.,Comedy,PG-13,0,"$35,000,000","$45,671,512",2015,1,0
281,The Hobbit: The Battle of the Five Armies,Warner Bros.,Adventure,PG-13,1,"$250,000,000","$945,869,788",2014,1,4
282,The DUFF,CBS Films,Comedy,PG-13,0,"$8,500,000","$43,528,634",2015,0,0
283,The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy,PG,0,"$10,000,000","$90,384,306",2015,1,0
284,Unfriended,Universal,Horror,R,0,"$1,000,000","$64,364,198",2015,0,2
285,Entourage,Warner Bros.,Comedy,R,0,"$30,000,000","$46,496,414",2015,1,0
286,Paper Towns,20th Century Fox,Drama,PG-13,0,"$12,000,000","$85,512,300",2015,0,5
287,Chappie,Sony Pictures,Action,R,0,"$49,000,000","$105,002,056",2015,0,1
288,Crimson Peak,Universal,Horror,R,0,"$55,000,000","$74,967,304",2015,0,2
289,Annie,Sony Pictures,Musical,PG,0,"$65,000,000","$139,829,625",2014,1,3
290,Sinister 2,Focus Features,Horror,R,0,"$10,000,000","$54,104,225",2015,0,2
291,The Last Witch Hunter,Lionsgate,Action,PG-13,0,"$80,000,000","$130,837,079",2015,1,1
292,No Escape,Weinstein Co.,Thriller/Suspense,R,1,"$5,000,000","$42,844,516",2015,0,6
293,Ricki and the Flash,Sony Pictures,Drama,PG-13,0,"$18,000,000","$41,166,033",2015,1,5
294,Run All Night,Warner Bros.,Action,R,0,"$50,000,000","$66,961,644",2015,0,1
295,The Lazarus Effect,Lionsgate,Horror,PG-13,0,"$5,000,000","$38,359,310",2015,0,2
296,Ex Machina,A24,Thriller/Suspense,R,0,"$13,000,000","$38,358,392",2015,0,6
297,Hitman: Agent 47,20th Century Fox,Action,R,0,"$35,000,000","$82,184,298",2015,0,1
298,Project Almanac,Paramount Pictures,Adventure,PG-13,0,"$12,000,000","$32,909,437",2015,0,4
299,Aloha,Sony Pictures,Drama,PG-13,0,"$37,000,000","$25,387,091",2015,1,5
300,Paranormal Activity: The Ghost Dimension,Paramount Pictures,Horror,R,0,"$10,000,000","$77,959,374",2015,0,2
301,Wild,Fox Searchlight,Drama,R,0,"$15,000,000","$52,460,543",2014,1,5
302,Steve Jobs,Universal,Drama,R,0,"$30,000,000","$35,579,007",2015,1,5
303,The Transporter Refueled,EuropaCorp,Action,PG-13,0,"$22,000,000","$69,698,495",2015,0,1
304,It Follows,RADiUS-TWC,Horror,R,0,"$2,000,000","$23,250,755",2015,0,2
305,American Ultra,Lionsgate,Black Comedy,R,0,"$28,000,000","$30,295,076",2015,1,9
306,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,PG-13,0,"$125,000,000","$766,652,288",2014,1,6
307,Do You Believe?,Pure Flix Entertainment,Drama,PG-13,0,"$2,300,000","$14,305,450",2015,1,5
308,Hot Tub Time Machine 2,Paramount Pictures,Comedy,R,0,"$14,000,000","$12,826,644",2015,0,0
309,Big Hero 6,Walt Disney,Adventure,PG,0,"$165,000,000","$652,127,828",2014,0,4
310,The Theory of Everything,Focus Features,Drama,PG-13,0,"$15,000,000","$123,327,692",2014,0,5
311,The Gunman,Open Road,Thriller/Suspense,R,0,"$40,000,000","$18,593,837",2015,1,6
312,Unfinished Business,20th Century Fox,Comedy,R,0,"$35,000,000","$13,214,051",2015,0,0
313,Penguins of Madagascar,20th Century Fox,Adventure,PG,0,"$132,000,000","$366,942,531",2014,0,4
314,Exodus: Gods and Kings,20th Century Fox,Drama,PG-13,0,"$140,000,000","$268,314,513",2014,1,5
315,Bajrangi Bhaijaan,Eros Entertainment,Action,Not Rated,0,"$13,000,000","$121,777,320",2015,0,1
316,Blackhat,Universal,Thriller/Suspense,R,0,"$70,000,000","$19,665,004",2015,1,6
317,Mortdecai,Lionsgate,Adventure,R,0,"$60,000,000","$30,396,134",2015,1,4
318,While We're Young,A24,Comedy,R,0,"$10,000,000","$17,503,828",2015,0,0
319,Whiplash,Sony Pictures Classics,Drama,R,0,"$3,300,000","$38,969,037",2014,0,5
320,Me and Earl and the Dying Girl,Fox Searchlight,Drama,PG-13,1,"$8,000,000","$9,266,180",2015,1,5
321,Baahubali: The Beginning,Bluesky Cinemas,Action,Not Rated,0,"$40,000,000","$26,736,665",2015,0,1
322,Inherent Vice,Warner Bros.,Drama,R,0,"$20,000,000","$14,772,346",2014,1,5
323,Little Boy,Open Road,Drama,PG-13,0,"$20,000,000","$17,769,299",2015,0,5
324,The Gambler,Paramount Pictures,Drama,R,0,"$25,000,000","$38,718,031",2014,1,5
325,Victor Frankenstein,20th Century Fox,Thriller/Suspense,PG-13,0,"$40,000,000","$32,970,724",2015,1,6
326,Danny Collins,Bleecker Street,Comedy,R,0,"$10,000,000","$8,465,845",2015,1,0
327,A Most Violent Year,A24,Drama,R,0,"$20,000,000","$8,846,875",2014,0,5
328,90 Minutes in Heaven,Samuel Goldwyn Films,Drama,PG-13,0,"$5,000,000","$4,816,142",2015,0,5
329,Big Eyes,Weinstein Co.,Drama,PG-13,0,"$10,000,000","$27,317,872",2014,1,5
330,Scouts Guide to the Zombie Apocalypse,Paramount Pictures,Comedy,R,0,"$15,000,000","$15,554,855",2015,1,0
331,We Are Your Friends,Warner Bros.,Drama,R,0,"$2,000,000","$10,166,209",2015,0,5
332,Mr. Turner,Sony Pictures Classics,Drama,R,0,"$14,000,000","$25,187,026",2014,0,5
333,Captive,Paramount Pictures,Drama,PG-13,0,"$2,000,000","$2,791,973",2015,0,5
334,Jem and the Holograms,Universal,Musical,PG,0,"$5,000,000","$2,368,937",2015,0,3
335,The Vatican Tapes,Lionsgate,Horror,PG-13,0,"$13,000,000","$14,999,638",2015,0,2
336,Top Five,Paramount Pictures,Comedy,R,0,"$12,000,000","$26,001,741",2014,1,0
337,Gone Girl,20th Century Fox,Thriller/Suspense,R,0,"$61,000,000","$368,567,189",2014,1,6
338,The Diary of a Teenage Girl,Sony Pictures Classics,Drama,R,0,"$2,000,000","$2,279,959",2015,0,5
339,Horrible Bosses 2,Warner Bros.,Comedy,R,0,"$40,000,000","$105,945,357",2014,1,0
340,Dumb and Dumber To,Universal,Comedy,PG-13,0,"$40,000,000","$156,553,592",2014,0,0
341,Child 44,Lionsgate,Thriller/Suspense,R,0,"$50,000,000","$8,004,221",2015,0,6
342,Boyhood,IFC Films,Drama,R,0,"$4,000,000","$57,273,049",2014,0,5
343,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney,Adventure,PG,0,"$28,000,000","$101,379,287",2014,0,4
344,The Book of Life,20th Century Fox,Adventure,PG,0,"$50,000,000","$97,651,543",2014,0,4
345,Fury,Sony Pictures,Drama,R,0,"$80,000,000","$210,315,681",2014,1,5
346,Freeheld,Lionsgate,Drama,PG-13,0,"$7,000,000","$1,732,228",2015,1,5
347,By the Sea,Universal,Drama,R,0,"$20,000,000","$3,727,746",2015,1,5
348,Brotherly Love,Freestyle Releasing,Drama,R,0,"$1,900,000","$478,595",2015,0,5
349,Nightcrawler,Open Road,Thriller/Suspense,R,0,"$8,500,000","$50,334,418",2014,0,6
350,The Maze Runner,20th Century Fox,Thriller/Suspense,PG-13,0,"$34,000,000","$348,319,861",2014,0,6
351,The Grand Budapest Hotel,Fox Searchlight,Comedy,R,0,"$31,000,000","$163,981,261",2014,1,0
352,The Boxtrolls,Focus Features,Adventure,PG,0,"$60,000,000","$111,946,251",2014,1,4
353,The Babadook,IFC Midnight,Horror,Not Rated,0,"$2,000,000","$7,482,387",2014,0,2
354,Maggie,Roadside Attractions,Drama,PG-13,0,"$4,500,000","$1,027,760",2015,0,5
355,Dope,Open Road,Comedy,R,0,"$7,000,000","$18,190,831",2015,1,0
356,The Equalizer,Sony Pictures,Action,R,0,"$55,000,000","$192,903,624",2014,1,1
357,The Homesman,Roadside Attractions,Western,R,0,"$16,000,000","$8,217,571",2014,1,7
358,Cop Car,Focus Features,Thriller/Suspense,R,0,"$5,000,000","$143,658",2015,0,6
359,Manglehorn,IFC Films,Drama,PG-13,0,"$4,000,000","$797,439",2015,1,5
360,Guardians of the Galaxy,Walt Disney,Action,PG-13,0,"$170,000,000","$770,867,516",2014,1,1
361,Road Hard,FilmBuff,Comedy,Not Rated,0,"$1,500,000","$113,169",2015,0,0
362,John Wick,Lionsgate,Action,R,0,"$30,000,000","$76,235,001",2014,0,1
363,Freaks of Nature,Sony Pictures,Black Comedy,R,0,"$33,000,000","$70,958",2015,0,9
364,The Judge,Warner Bros.,Drama,R,0,"$50,000,000","$76,119,388",2014,1,5
365,Beyond the Lights,Relativity,Drama,PG-13,0,"$7,000,000","$14,618,727",2014,1,5
366,Heist,Lionsgate,Thriller/Suspense,R,0,"$8,900,000","$3,324,184",2015,1,6
367,Knock Knock,Lionsgate,Thriller/Suspense,R,0,"$2,000,000","$6,328,516",2015,0,6
368,Dear White People,Lionsgate/Roadside Attractions,Comedy,R,0,"$1,250,000","$5,403,771",2014,0,0
369,Elsa & Fred,Alchemy,Comedy,PG-13,0,"$10,000,000","$197,901",2014,1,0
370,The Best of Me,Relativity,Drama,PG-13,0,"$26,000,000","$41,059,418",2014,0,5
371,Meet the Mormons,Purdie Distribution,Documentary,PG,0,"$2,000,000","$6,049,171",2014,0,10
372,Strangerland,Alchemy,Drama,R,0,"$10,000,000","$161,097",2015,1,5
373,10 Days in a Madhouse,Cafe Pictures,Drama,R,0,"$12,000,000","$14,616",2015,0,5
374,Area 51,Paramount Pictures,Thriller/Suspense,R,0,"$5,000,000","$7,556",2015,0,6
375,Wild Card,Lionsgate,Action,R,0,"$30,000,000","$4,315,789",2015,0,1
376,Captain America: The Winter Soldier,Walt Disney,Action,PG-13,0,"$170,000,000","$714,401,889",2014,0,1
377,The Lego Movie,Warner Bros.,Adventure,PG,0,"$60,000,000","$457,729,388",2014,1,4
378,Transformers: Age of Extinction,Paramount Pictures,Action,PG-13,0,"$210,000,000","$1,104,039,076",2014,0,1
379,Maleficent,Walt Disney,Adventure,PG,0,"$180,000,000","$758,536,735",2014,1,4
380,Dawn of the Planet of the Apes,20th Century Fox,Adventure,PG-13,0,"$170,000,000","$710,644,566",2014,0,4
381,The Amazing Spider-Man 2,Sony Pictures,Action,PG-13,0,"$200,000,000","$708,996,336",2014,1,1
382,Godzilla,Warner Bros.,Action,PG-13,0,"$160,000,000","$529,076,069",2014,1,1
383,22 Jump Street,Sony Pictures,Comedy,R,0,"$50,000,000","$331,333,876",2014,0,0
384,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,PG-13,0,"$125,000,000","$485,004,754",2014,1,4
385,How to Train Your Dragon 2,20th Century Fox,Adventure,PG,0,"$145,000,000","$614,586,270",2014,1,4
386,Divergent,Lionsgate,Adventure,PG-13,0,"$85,000,000","$276,014,965",2014,1,4
387,Neighbors,Universal,Comedy,R,0,"$18,000,000","$270,944,428",2014,0,0
388,Ride Along,Universal,Comedy,PG-13,0,"$25,000,000","$153,733,800",2014,0,0
389,Rio 2,20th Century Fox,Adventure,G,0,"$130,000,000","$492,846,291",2014,1,4
390,Lucy,Universal,Action,R,0,"$40,000,000","$457,507,776",2014,1,1
391,The Fault in Our Stars,20th Century Fox,Drama,PG-13,0,"$12,000,000","$307,166,834",2014,0,5
392,Mr. Peabody & Sherman,20th Century Fox,Adventure,PG,0,"$145,000,000","$269,806,430",2014,0,4
393,300: Rise of an Empire,Warner Bros.,Action,R,0,"$110,000,000","$330,780,051",2014,0,1
394,Noah,Paramount Pictures,Drama,PG-13,0,"$130,000,000","$352,831,065",2014,1,5
395,Edge of Tomorrow,Warner Bros.,Action,PG-13,1,"$178,000,000","$370,541,256",2014,0,1
396,Non-Stop,Universal,Action,PG-13,0,"$50,000,000","$222,383,055",2014,1,1
397,Heaven is for Real,Sony Pictures,Drama,PG,0,"$12,000,000","$100,916,299",2014,0,5
398,Tammy,Warner Bros.,Comedy,R,0,"$20,000,000","$96,407,655",2014,1,0
399,Annabelle,Warner Bros.,Horror,R,0,"$6,500,000","$256,862,920",2014,0,2
400,The Other Woman,20th Century Fox,Comedy,PG-13,0,"$40,000,000","$195,111,193",2014,1,0
401,The Monuments Men,Sony Pictures,Drama,PG-13,0,"$70,000,000","$158,702,748",2014,1,5
402,Hercules,Paramount Pictures,Action,PG-13,0,"$100,000,000","$243,388,614",2014,0,1
403,The Purge: Anarchy,Universal,Thriller/Suspense,R,0,"$9,000,000","$111,534,881",2014,0,6
404,Think Like a Man Too,Sony Pictures,Romantic Comedy,PG-13,0,"$24,000,000","$70,027,933",2014,1,8
405,The Nut Job,Open Road,Adventure,PG,0,"$30,000,000","$122,529,966",2014,0,4
406,American Hustle,Sony Pictures,Black Comedy,R,0,"$40,000,000","$257,878,294",2013,1,9
407,Son of God,20th Century Fox,Drama,PG-13,0,"$22,000,000","$70,949,793",2014,0,5
408,RoboCop,Sony Pictures,Action,PG-13,0,"$120,000,000","$242,981,799",2014,1,1
409,Dracula Untold,Universal,Action,PG-13,0,"$70,000,000","$220,241,723",2014,1,1
410,The Hundred-Foot Journey,Walt Disney,Romantic Comedy,PG,0,"$22,000,000","$94,270,488",2014,1,8
411,The Wolf of Wall Street,Paramount Pictures,Black Comedy,R,0,"$100,000,000","$389,870,414",2013,1,9
412,No Good Deed,Sony Pictures,Thriller/Suspense,PG-13,0,"$13,200,000","$54,323,210",2014,0,6
413,Muppets Most Wanted,Walt Disney,Adventure,PG,0,"$55,000,000","$79,312,301",2014,1,4
414,Ouija,Universal,Horror,PG-13,0,"$5,000,000","$103,300,632",2014,0,2
415,Jack Ryan: Shadow Recruit,Paramount Pictures,Action,PG-13,0,"$60,000,000","$131,377,412",2014,0,1
416,If I Stay,Warner Bros.,Drama,PG-13,0,"$11,000,000","$78,356,170",2014,0,5
417,About Last Night,Sony Pictures,Romantic Comedy,R,0,"$13,000,000","$50,445,860",2014,0,8
418,Into the Storm,Warner Bros.,Thriller/Suspense,PG-13,0,"$50,000,000","$150,429,371",2014,0,6
419,Jersey Boys,Warner Bros.,Drama,R,0,"$40,000,000","$65,282,732",2014,1,5
420,Blended,Warner Bros.,Romantic Comedy,PG-13,0,"$45,000,000","$127,990,741",2014,0,8
421,The Giver,Weinstein Co.,Drama,PG-13,0,"$25,000,000","$55,090,374",2014,1,5
422,Need for Speed,Walt Disney,Action,PG-13,0,"$66,000,000","$194,169,619",2014,0,1
423,Dolphin Tale 2,Warner Bros.,Drama,PG,0,"$36,000,000","$57,824,533",2014,1,5
424,The Expendables 3,Lionsgate,Action,PG-13,0,"$100,000,000","$209,461,378",2014,0,1
425,Earth to Echo,Relativity,Adventure,PG,0,"$13,000,000","$42,174,545",2014,0,4
426,Sex Tape,Sony Pictures,Comedy,R,0,"$40,000,000","$126,069,509",2014,0,0
427,August: Osage County,Weinstein Co.,Black Comedy,R,0,"$25,000,000","$50,738,810",2013,1,9
428,Million Dollar Arm,Walt Disney,Drama,PG,0,"$25,000,000","$39,217,912",2014,1,5
429,3 Days to Kill,Relativity,Thriller/Suspense,PG-13,0,"$28,000,000","$38,959,900",2014,0,6
430,Get on Up,Universal,Drama,PG-13,0,"$30,000,000","$33,339,868",2014,1,5
431,When the Game Stands Tall,Sony Pictures,Drama,PG,0,"$15,000,000","$30,138,912",2014,0,5
432,The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,PG-13,1,"$250,000,000","$960,366,855",2013,1,4
433,Draft Day,Lionsgate,Drama,PG-13,0,"$25,000,000","$29,847,480",2014,1,5
434,That Awkward Moment,FilmDistrict,Romantic Comedy,R,0,"$8,000,000","$53,068,955",2014,0,8
435,A Walk Among the Tombstones,Universal,Action,R,0,"$28,000,000","$62,108,587",2014,0,1
436,The November Man,Relativity,Thriller/Suspense,R,0,"$15,000,000","$34,820,335",2014,0,6
437,Endless Love,Universal,Drama,PG-13,1,"$20,000,000","$34,718,173",2014,0,5
438,Pompeii,Sony Pictures,Drama,PG-13,0,"$80,000,000","$108,469,033",2014,0,5
439,Transcendence,Warner Bros.,Thriller/Suspense,PG-13,0,"$100,000,000","$103,039,258",2014,1,6
440,"As Above, So Below",Universal,Thriller/Suspense,R,0,"$5,000,000","$41,824,066",2014,0,6
441,Brick Mansions,Relativity,Action,PG-13,0,"$28,000,000","$73,421,224",2014,0,1
442,"I, Frankenstein",Lionsgate,Action,PG-13,0,"$65,000,000","$74,575,290",2014,0,1
443,The Legend of Hercules,Lionsgate,Adventure,PG-13,0,"$70,000,000","$58,953,319",2014,0,4
444,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,PG-13,0,"$50,000,000","$172,185,754",2013,1,0
445,Gravity,Warner Bros.,Thriller/Suspense,PG-13,0,"$110,000,000","$693,698,673",2013,1,6
446,12 Years a Slave,Fox Searchlight,Drama,R,0,"$20,000,000","$181,025,343",2013,0,5
447,Philomena,Weinstein Co.,Drama,PG-13,0,"$12,000,000","$98,963,392",2013,1,5
448,The Hunger Games: Catching Fire,Lionsgate,Adventure,PG-13,1,"$130,000,000","$864,868,047",2013,1,4
449,Addicted,Lionsgate,Drama,R,0,"$5,000,000","$17,499,242",2014,0,5
450,A Haunted House 2,Open Road,Comedy,R,0,"$4,000,000","$21,206,861",2014,0,0
451,A Most Wanted Man,Roadside Attractions,Thriller/Suspense,R,0,"$15,000,000","$36,068,890",2014,1,6
452,Devil's Due,20th Century Fox,Horror,R,0,"$7,000,000","$36,146,087",2014,1,2
453,And So It Goes,Clarius Entertainment,Comedy,PG-13,0,"$18,000,000","$17,920,013",2014,1,0
454,Paranormal Activity: The Marked Ones,Paramount Pictures,Horror,R,0,"$5,000,000","$90,904,854",2014,0,2
455,Left Behind,Freestyle Releasing,Thriller/Suspense,PG-13,1,"$16,000,000","$20,769,209",2014,1,6
456,Sin City: A Dame to Kill For,Weinstein Co.,Action,R,0,"$65,000,000","$40,650,842",2014,0,1
457,The Secret Life of Walter Mitty,20th Century Fox,Adventure,PG,0,"$91,000,000","$187,861,183",2013,1,4
458,Winter's Tale,Warner Bros.,Drama,PG-13,0,"$60,000,000","$22,468,620",2014,1,5
459,Dallas Buyers Club,Focus Features,Drama,R,0,"$5,000,000","$60,611,845",2013,0,5
460,The Drop,Fox Searchlight,Drama,R,0,"$12,600,000","$19,054,534",2014,0,5
461,Nebraska,Paramount Pictures,Drama,R,0,"$12,000,000","$24,761,360",2013,0,5
462,Sabotage,Open Road,Action,R,1,"$35,000,000","$18,376,443",2014,0,1
463,47 Ronin,Universal,Action,PG-13,0,"$175,000,000","$151,716,815",2013,0,1
464,Inside Llewyn Davis,CBS Films,Drama,R,0,"$11,000,000","$32,943,247",2013,1,5
465,Grudge Match,Warner Bros.,Comedy,PG-13,0,"$40,000,000","$69,807,260",2013,1,0
466,Wish I Was Here,Focus Features,Comedy,R,0,"$6,000,000","$6,591,365",2014,0,0
467,Veronica Mars,Warner Bros.,Drama,PG-13,0,"$6,000,000","$3,485,383",2014,0,5
468,Before I Go to Sleep,Clarius Entertainment,Thriller/Suspense,R,0,"$22,000,000","$19,563,579",2014,1,6
469,Rosewater,Open Road,Drama,R,0,"$10,000,000","$3,185,717",2014,0,5
470,Thor: The Dark World,Walt Disney,Action,PG-13,0,"$150,000,000","$644,602,516",2013,1,1
471,Under the Skin,A24,Thriller/Suspense,R,0,"$13,300,000","$7,229,933",2014,0,6
472,Kill the Messenger,Focus Features,Thriller/Suspense,R,0,"$5,000,000","$6,656,705",2014,0,6
473,The Book Thief,20th Century Fox,Drama,PG-13,0,"$19,000,000","$76,086,711",2013,1,5
474,Captain Phillips,Sony Pictures,Drama,PG-13,0,"$55,000,000","$220,648,184",2013,1,5
475,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,PG,0,"$78,000,000","$274,392,649",2013,0,4
476,Tusk,A24,Horror,R,0,"$3,000,000","$1,887,554",2014,0,2
477,Mandela: Long Walk to Freedom,Weinstein Co.,Drama,PG-13,0,"$35,000,000","$29,890,402",2013,0,5
478,The Rover,A24,Drama,R,1,"$8,500,000","$3,180,252",2014,0,5
479,50 to 1,Ten Furlongs,Drama,PG-13,0,"$10,000,000","$1,069,454",2014,0,5
480,Free Birds,Relativity,Adventure,PG,0,"$55,000,000","$110,387,072",2013,0,4
481,Saw,Lionsgate,Horror,R,0,"$1,200,000","$103,880,027",2004,0,2
482,Delivery Man,Walt Disney,Comedy,PG-13,0,"$22,000,000","$70,536,870",2013,0,0
483,Blue Jasmine,Sony Pictures Classics,Comedy,PG-13,0,"$18,000,000","$102,912,961",2013,1,0
484,The Signal,Focus Features,Thriller/Suspense,PG-13,0,"$4,000,000","$2,665,322",2014,0,6
485,Joe,Roadside Attractions,Drama,R,0,"$4,000,000","$373,375",2014,1,5
486,Dhoom 3,Yash Raj Films,Action,Not Rated,0,"$24,000,000","$11,723,620",2013,0,1
487,Out of the Furnace,Relativity,Drama,R,0,"$22,000,000","$15,434,375",2013,1,5
488,Despicable Me 2,Universal,Adventure,PG,0,"$76,000,000","$975,216,835",2013,0,4
489,Ender's Game,Lionsgate,Adventure,PG-13,0,"$110,000,000","$127,983,283",2013,1,4
490,Fort McCoy,Monterey Media,Drama,R,0,"$3,000,000","$78,948",2014,0,5
491,Escape Plan,Lionsgate,Thriller/Suspense,R,0,"$70,000,000","$103,735,965",2013,0,6
492,Pump,Submarine Deluxe,Documentary,PG,0,"$2,000,000","$72,277",2014,1,10
493,The Square,Noujaim Films,Documentary,Not Rated,0,"$1,500,000","$176,262",2013,0,10
494,Frontera,Magnolia Pictures,Drama,PG-13,0,"$2,300,000","$59,696",2014,0,5
495,Rudderless,Samuel Goldwyn Films,Drama,R,0,"$5,000,000","$567,219",2014,0,5
496,Enough Said,Fox Searchlight,Comedy,PG-13,0,"$8,000,000","$25,621,449",2013,0,0
497,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,PG,0,"$90,000,000","$200,859,554",2013,1,4
498,The Best Man Holiday,Universal,Comedy,R,0,"$17,000,000","$72,835,710",2013,0,0
499,Two Night Stand,Entertainment One,Romantic Comedy,R,0,"$1,600,000","$868,081",2014,0,8
500,The Counselor,20th Century Fox,Thriller/Suspense,R,0,"$25,000,000","$71,009,334",2013,1,6
501,13 Sins,RADiUS-TWC,Horror,R,0,"$4,000,000","$47,552",2014,0,2
502,Black Nativity,20th Century Fox,Musical,PG,0,"$17,500,000","$7,285,135",2013,1,3
503,The Sleepwalker,IFC Films,Drama,Not Rated,0,"$1,100,000","$2,636",2014,0,5
504,Don Jon,Relativity,Romantic Comedy,R,0,"$5,500,000","$41,268,579",2013,1,8
505,The Family,Relativity,Black Comedy,R,0,"$30,000,000","$51,078,541",2013,1,9
506,The Last Days on Mars,Magnolia Pictures,Thriller/Suspense,R,0,"$10,600,000","$261,364",2013,0,6
507,Frances Ha,IFC Films,Comedy,R,0,"$3,000,000","$11,262,769",2013,0,0
508,Barbecue,Distrib Films,Comedy,Not Rated,0,"$10,000,000","$247,565",2014,0,0
509,Iron Man 3,Walt Disney,Action,PG-13,0,"$200,000,000","$1,215,392,272",2013,1,1
510,Man of Steel,Warner Bros.,Action,PG-13,0,"$225,000,000","$667,999,518",2013,1,1
511,Monsters University,Walt Disney,Adventure,G,0,"$200,000,000","$743,588,329",2013,1,4
512,Star Trek Into Darkness,Paramount Pictures,Adventure,PG-13,0,"$190,000,000","$467,381,584",2013,1,4
513,The Croods,20th Century Fox,Adventure,PG,0,"$135,000,000","$573,068,425",2013,1,4
514,The Heat,20th Century Fox,Comedy,R,0,"$43,000,000","$229,727,774",2013,1,0
515,We're the Millers,Warner Bros.,Comedy,R,0,"$37,000,000","$267,816,276",2013,0,0
516,The Great Gatsby,Warner Bros.,Drama,PG-13,1,"$190,000,000","$351,040,419",2013,0,5
517,The Conjuring,Warner Bros.,Horror,R,0,"$20,000,000","$318,000,141",2013,0,2
518,Identity Thief,Universal,Comedy,R,0,"$35,000,000","$175,361,578",2013,0,0
